,,,,,,,,
,,,,,,,,
place,title,name,type,latitude,longitude,code,enclosed_by,date
[L74f1dc3e-8b18-46e3],Tudela,Tudela,City,,,789,
[Lad968203-d4d6-454c],Zaragoza,Zaragoza,City,,,"Apr 27, 875",
[L4ba64989-bee8-432c],China (Zhongguo 中國),China (Zhongguo 中國),Country,,,541,
[L87cf1d96-a0db-4cbd],Chang'an,Chang'an,City,,,566,[L4ba64989-bee8-432c]
[L1fa313d2-52b2-4260],T,T,State,,,598,[L4ba64989-bee8-432c]
[Lc01d1600-e239-4465],Lizhou,Lizhou,State,,,624,[L4ba64989-bee8-432c]
[L93817fed-0f02-415c],Mutapa,Mutapa,Country,,,1624,
[L05338c17-be7a-47fd],Brasil,Brasil,Country,,,1560,
[L566b86ae-b6e0-4b8e],São Paulo,São Paulo,State,,,1560,[L05338c17-be7a-47fd]
[Le35b04c3-6cba-4011],León,León,Country,,,999,
[L0bb6a72e-871b-4d17],Honduras,Honduras,Country,,,437,
[5f164ab9-430e-484f-88a5-ec014b16b515],Copán,Copán,City,,,437,[L0bb6a72e-871b-4d17]
[Lbb27b339-a666-4cb3],São Paulo,São Paulo,City,,,1627,[L05338c17-be7a-47fd]
[L4b235323-b0a1-440e],Tawantinsuyu,Tawantinsuyu,Country,,,1529,
[L4f881183-05a3-47b3],Brazil,Brazil,Country,,,"Sep 21, 1815",
[Lc2c97a07-3bb9-4909],Minas Gerais,Minas Gerais,State,,,"Sep 21, 1815",[L4f881183-05a3-47b3]
[L835d3554-b1df-4430],Cachoeira do Campo,Cachoeira do Campo,City,,,"Sep 21, 1815",[Lc2c97a07-3bb9-4909]
[Lf77ae628-fc20-4f73],Paraiba,Paraiba,State,,,"Mar 7, 1730",[L05338c17-be7a-47fd]
[L4af4242b-237b-4636],Rio de Janeiro,Rio de Janeiro,State,,,"Sep 9, 1705",[L05338c17-be7a-47fd]
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
person,firstname,surname,callname,prefix,suffix,title,gender,source,note,birthdate,birthplace,birthplaceid,birthsource,baptismdate,baptismplace,baptismplaceid,baptismsouce,deathdate,deathplace,deathplaceid,deathsource
[P50ba5cec-3c09-4789],Atahualpa,,,,,,male,"Lumbreras, Luis G.",According to Primary Sources.,,,,,,,,,1533,,[L4b235323-b0a1-440e],"De Hoz, Pedro S."
[Pa57736e9-d6df-4d70],Unknown,,,,,,,,,,,,,,,,,,,,
[P2b160656-7860-456b],Jesus,,,,,,,"Poma de Ayala, Felipe Guaman",No primary source was found to confirm this.,,,,,,,,,,,,
[Pc5f91c9a-e9ff-4233],Quispe Yupanqui,,,,,,,"Barker, R.",No primary source was found to confirm this.,,,,,,,,,,,,
[P4e9f3943-810c-4b39],Unknown,,,,,,female,"Adachi, N. et al.",According to Primary Sources.,,,,,,,,,,,,
[P31af3f24-063d-4769],Unknown,,,,,,,,,,,,,,,,,,,,
[Paf89eb61-4e26-412e],Unknown,,,,,,female,The British Museum,According to Primary Sources.,,,,,,,,,,,,
[P1f2de871-8859-4392],Unknown,,,,,,,,,,,,,,,,,,,,
[P7e747c20-7990-48b6],Unknown,,,,,,female,"Habu, J.",According to Primary Sources.,,,,,,,,,,,,
[P7399475e-f59e-4b54],Unknown,,,,,,,,,,,,,,,,,,,,
[P0bcef77c-be05-4de6],Unknown,,,,,,female,Department of Asian Art,According to Primary Sources.,,,,,,,,,,,,
[P5cd88236-3637-4510],Desconhecido,,,,,,,,,,,,,,,,,,,,
[P91af414c-04a2-4b57],Unknown,,,,,,male,"Adachi, N. et al.",According to Primary Sources.,,,,,,,,,,,,
[P832b4144-77d5-46a1],Unknownn,,,,,,,,,,,,,,,,,,,,
[P4a074516-938b-4629],Unknown,,,,,,male,Department of Asian Art,According to Primary Sources.,,,,,,,,,,,,
[P093f191d-4be2-4775],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pfcc69f87-e487-43a7],Unknown,,,,,,,"Yamaguchi, B.",No primary source was found to confirm this.,,,,,,,,,,,,
[P1c83e4bb-aaee-4bd8],Unknown,,,,,,,"Yamaguchi, B.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pa5217aa4-8baa-4229],Unknown,,,,,,,"Yamaguchi, B.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pd41f7b0d-6367-42e9],Desconhecido,,,,,,,"Yamaguchi, B.",No primary source was found to confirm this.,,,,,,,,,,,,
[P66630873-6893-4488],Unknown,,,,,,,"Yamaguchi, B.",No primary source was found to confirm this.,,,,,,,,,,,,
[P1de273a9-dcbe-4a48],Name of the child.,,,,,,,"Yamaguchi, B.",No primary source was found to confirm this.,,,,,,,,,,,,
[P3ea21df7-f7c0-4341],"Joaquina ""Cabra""",,,,,,female,Arquivo Eclesiástico da Arquidiocese de Mariana,According to Primary Sources.,,,,,,,,,,,,
[Pd491cad7-214a-4c0c],Unknown,,,,,,,,,,,,,,,,,,,,
[P4249dd37-afe0-441f],Willem,Lem,,,,,male,"Clayes, André L. FR",According to Primary Sources.,,,,,,,,,,,,
[P22e17233-7bad-4408],Catherine,,,,,,,,,,,,,,,,,,,,
[Pd922e3f2-d380-41a1],Maertin,Lem,,,,,male,Sint-Jacob te Brugge,According to Primary Sources.,,,,,,,,,,,,
[P99dac8cb-60a4-496c],Jeanne,,,,,,,,,,,,,,,,,,,,
[P6938a5f7-6c09-463a],Maertin,Lem,,,,,male,"Brugge Stands Archief, Civilen Sententiën->  Vierschaar (157) - >1465 - 1469 deel 1",According to Primary Sources.,,,,,,,,,,,,
[P4d364569-354c-4041],Leonor Rodrigues,,,,,,,,,,,,,,,,,,,,
[P571ffa6b-2828-42d8],Adrienne Van Nieuwenhove,,,,,,,,,,,,,,,,,,,,
[Pe032fc86-3e28-4b9a],Martim,Leme,,,,,male,"Garnier, Philippe",According to Primary Sources.,,,,,,,,,,,,
[Pd94733a3-c0f0-4e18],Adrienne Van Nieuwenhove,,,,,,,,,,,,,,,,,,,,
[P507a2b66-94d1-4cd4],Rui,Leme,,,,,masculine,"Chancelaria Régia, Manuel I",According to Primary Sources.,,,,,,,,,,,,
[P8f277307-325b-4c85],Antonio,Leme,,,,,male,"de Castro, Luiz P. M.",According to Primary Sources.,,,,,,,,,,,,
[P5ab3a65c-6346-45a8],Catharina de Barros,,,,,,,,,,,,,,,,,,,,
[P79f33b23-c8fa-4dc5],Antão,Leme,,,,,male,"Paes Leme, Margarida O. R.",According to Primary Sources.,,,,,,,,,,,,
[P14523b2b-14ce-4b9e],Unknown,,,,,,,,,,,,,,,,,,,,
[Pf0f2c7cb-390c-43f0],Pero,Leme,,,,,male,Inventários e Testamentos,According to Primary Sources.,,,,,,,,,1600,,[L05338c17-be7a-47fd],Inventários e Testamentos
[P8b5d9721-d2cb-4d16],Luzia Fernandes,,,,,,,,,,,,,,,,,,,,
[P8cee7b6f-ab8c-42d5],Gracia Rodrigues,,,,,,,,,,,,,,,,,,,,
[P82c1f4d6-05a1-4e3a],Isabel Paes,,,,,,,,,,,,,,,,,,,,
[P2e9d9ef0-195e-4d9e],Leonor,Leme,,,,,female,"Viotti, Hélio A.",According to Primary Sources.,1540,,[L05338c17-be7a-47fd],"Viotti, Hélio A.",,,,,1633,,[L05338c17-be7a-47fd],Inventários e Testamentos
[Pbdefcf40-953c-4d20],Bráz Esteves,,,,,,,,,,,,,,,,,,,,
[Pd9a97d77-f852-4fd4],Braz,Esteves,,,,,masculino,História da Família,According to Primary Sources.,,,,,,,,,,,,
[Pb7c92221-e2b9-465d],Maria da Lux Corrêa,,,,,,,,,,,,,,,,,,,,
[Pf1a161ab-eaa9-41b7],Lucrécia,Leme,,,,,female,"de Castro, Luiz P. M.",According to Primary Sources.,,,,,,,,,1645,,[L05338c17-be7a-47fd],Inventários e Testamentos
[P56609b4b-3f23-40b2],Fernão Dias (Paes),,,,,,,,,,,,,,,,,,,,
[P74a2bea9-bfc5-4499],João,Leite da Silva,,,,,masculine,Inventários e Testamentos,According to Primary Sources.,1606,,[L05338c17-be7a-47fd],Inventários e Testamentos,,,,,,,,
[P85507c9e-ace0-40f2],Fernão,Dias Paes,,,,,male,Inventários e Testamentos,According to Primary Sources.,1608,,[L05338c17-be7a-47fd],Inventários e Testamentos,,,,,1681,,[Lc2c97a07-3bb9-4909],"de Vasconcellos, Diogo Luiz de A. P."
[Pd8eb6c39-f4b4-419e],Maria Garcia,,,,,,,,,,,,,,,,,,,,
[Pe12b3061-7218-4e12],Garcia,Roiz Paes,,,,,male,"Torre do Tombo, Tribunal do Santo Ofício: Conselho Geral, Habilitações, Pedro, mç. 25, doc. 476",According to Primary Sources.,,,,,"Sep 10, 1659",,[L566b86ae-b6e0-4b8e],"Torre do Tombo, Tribunal do Santo Ofício: Conselho Geral, Habilitações, Pedro, mç. 25, doc. 476","Mar 7, 1730",,[Lf77ae628-fc20-4f73],Endangered Archives Programme
[P20f5e280-0837-4b80],Maria Pinheyra da Fonseca,,,,,,,,,,,,,,,,,,,,
[P51e72cb6-6573-4929],Ignacio,Dias Velho,,,,,masculine,"Torre do Tombo, Tribunal do Santo Ofício: Conselho Geral, Habilitações, Pedro, mç. 25, doc. 476",According to Primary Sources.,,,,,,,,,,,,
[P7941b2a2-7fa0-4567],Lucrécia,Leme Borges de Serqueira,,,,,female,"Torre do Tombo, Tribunal do Santo Ofício, Conselho Geral, Habilitações, Garcia, mç. 1, doc. 7",According to Primary Sources.,,,,,,,,,,,,
[Pf4ac373b-bda8-41cd],Manoel de Sá e Figueiredo,,,,,,,,,,,,,,,,,,,,
[P4b6efa49-843d-484a],Garcia,Roiz Paes Leme,,,,,masculine,"Torre do Tombo, Tribunal do Santo Ofício, Conselho Geral, Habilitações, Garcia, mç. 1, doc. 7",According to Primary Sources.,,,,,,,,,,,,
[P0dc52dde-6048-474a],Pedro,Dias Paes,,,,,male,"Torre do Tombo, Tribunal do Santo Ofício: Conselho Geral, Habilitações, Pedro, mç. 25, doc. 476",According to Primary Sources.,,,,,"Sep 9, 1705",,[L4af4242b-237b-4636],Inventários e Testamentos,,,,
[P44f8d3e0-c2e3-490f],Francisca Joaquina Forjas Pereira,,,,,,,,,,,,,,,,,,,,
[P821e282f-9bf7-4359],Aleixo Leme,,,,,,,"Madre de Deus, Gaspar, Frei",According to Primary Sources.,,,,,,,,,,,,
[P9ae0895b-9db8-48d9],Pero Leme,,,,,,,"Madre de Deus, Gaspar, Frei",According to Primary Sources.,,,,,,,,,,,,
[P6c21b7ce-fc40-4e25],Antonia Leme,,,,,,,"Madre de Deus, Gaspar, Frei",According to Primary Sources.,,,,,,,,,,,,
[Pdcb7cddb-ebe3-4aa2],Leonor Leme,,,,,,,"Madre de Deus, Gaspar, Frei",According to Primary Sources.,,,,,,,,,,,,
[Pa1ad589d-f9f7-4d4a],Domingos Leite da Silva,,,,,,,História da Família,According to Primary Sources.,,,,,,,,,,,,
[P6aa5b27c-e425-4317],Marianna Paes,,,,,,,Dispensas matrimoniais 1720-1723,According to Primary Sources.,,,,,,,,,,,,
[P0d551cb7-59e4-4d21],Fernando Dias Paes,,,,,,,"Torre do Tombo, Tribunal do Santo Ofício, Conselho Geral, Habilitações Incompletas, doc. 1542",According to Primary Sources.,,,,,,,,,,,,
[Pb932e002-4538-4d72],Alulim,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P18c97071-5dd5-434d],Alaljar,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P8cef6d6a-8a73-4fdc],Enmenluana,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pda3f64f9-1062-4781],Enmengalana,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pd7a04572-30f5-4601],Dumuzid,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P30d862da-759c-4fad],Inanna,,,,,,,,,,,,,,,,,,,,
[P603ec72a-26a7-4994],Ensipadzidana,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P1bd85a0c-16f5-4386],Enmendurana,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P8c999b83-228a-41c0],Ubara-Tutu,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pf68884c1-1f88-4cef],Jucur,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P373bd76f-5d90-49e7],Kullassina-bel,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P2b13e4ba-da07-4d2a],Nanjiclicma,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P292665a1-6e60-47de],En-tarah-ana,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P9b8f81d9-aa28-4102],Babum,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P2ecaaa87-e9a4-47b8],Puannum,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P2546d864-4b15-4247],Kalibum,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P61a41497-fec8-4f35],Kalumum,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P49b394e2-7834-41e0],Zuqaqip,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pbfe95ab8-ed86-44e8],Atab/Aba,,,,,,male,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pd1857dc6-26be-48a0],Unknown,,,,,,,,,,,,,,,,,,,,
[P92698a35-31e0-49ca],Macda,,,,,,male,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pc13b7651-226b-42bb],Unknown,,,,,,,,,,,,,,,,,,,,
[Pc9a5a6bb-14ea-4964],Arwium,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P745f5c20-84a8-45dc],Etana,,,,,,male,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pb37282ba-ee55-4663],Unknown,,,,,,,,,,,,,,,,,,,,
[P392b8926-0d3c-432f],Balih,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P75ddba37-459b-4902],En-me-nuna,,,,,,male,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P1a33427d-c2ea-4cd9],Unknown,,,,,,,,,,,,,,,,,,,,
[P28d19410-f0d9-4e2b],Melem-Kic,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P7db9e90b-a3a6-43d1],Barsal-nuna,,,,,,male,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pe3fbcc88-9039-481a],Unknown,,,,,,,,,,,,,,,,,,,,
[Pf57c8c29-096c-413e],Unknown,,,,,,,,,,,,,,,,,,,,
[Pc16d5529-fc99-40cc],Tizqar,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P1d52d11b-9c3c-48eb],Ilku,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pba95c903-bbbf-490f],Iltasadum,,,,,,masculine,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pd109c264-1a9a-4570],Enmebaragesi,,,,,,masculino,RIME 1.07.22.02,According to Primary Sources.,,,,,,,,,,,,
[P07af85ba-8639-4d66],Unknown,,,,,,,,,,,,,,,,,,,,
[P174ec975-b120-4d75],Aga,,,,,,male,"Black, J.A. et. all",According to Primary Sources.,,,,,,,,,,,,
[P0eb7b2c6-d2fa-4921],Desconhecida,,,,,,,,,,,,,,,,,,,,
[P791c9290-25f3-4be9],Zamug,,,,,,,"Black, J.A. et. al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pba211464-ac59-41ea],Utu,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pe0cfd360-10e0-44f6],Unknown,,,,,,,,,,,,,,,,,,,,
[Pbf0d7d2b-ca01-45c2],Mec-ki-aj-gacer,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P92e7f846-383e-4bcc],Unknown,,,,,,,,,,,,,,,,,,,,
[Pcfe35bd7-5fe6-4aa7],Enmerkar,,,,,,masculine,"Algaze, G. et al",No primary source was found to confirm this.,,,,,,,,,,,,
[P0f9cd4ee-b864-4870],Lugalbanda,,,,,,male,The Epic of Gilgamesh,No primary source was found to confirm this.,,,,,,,,,,,,
[P813ed616-0f3b-4047],Unknown,,,,,,,,,,,,,,,,,,,,
[Pe7c6b5bb-b573-4a13],Gilgamesh,,,,,,male,"Britannica, T. Editors of Encyclopaedia",According to Primary Sources.,,,,,,,,,,,,
[P2fd224f3-6d63-4159],Unknown,,,,,,,,,,,,,,,,,,,,
[P13869aa9-e328-4411],Ur-Nungal,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P62278eb3-7d84-4fb1],Unknown,,,,,,,,,,,,,,,,,,,,
[Pbc83e1a3-9b94-464a],Udul-kalama,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P419931d6-bf42-4f2f],Dumuzid,,,,,,masculine,"Black, J. A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P03e12f52-46b6-43c9],La-ba'cum,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P000d63b1-d3fa-4500],En-nun-tarah-ana,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P572c6a75-0071-404c],Mec-he,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pb5045066-59c1-4b88],Melem-ana,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pa4661378-f69e-4ea3],Lugal-kitun,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pd11f36da-620f-4a45],Enmerkar,,,,,,,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P7a41b1cb-6d41-4f6e],Meskalamdug,,,,,,male,"Reade, J.",According to Primary Sources.,,,,,,,,,,,,
[P3e41e617-d232-4987],Unknown,,,,,,,,,,,,,,,,,,,,
[P6ed2f961-4ef2-48b3],Mesannepada,,,,,,male,British Museum,According to Primary Sources.,,,,,,,,,,,,
[P8ee34197-acfb-492a],Ninbanda,,,,,,,,,,,,,,,,,,,,
[Pe87ac78b-1180-4c78],Aannepada,,,,,,masculine,British Museum,According to Primary Sources.,,,,,,,,,,,,
[P91bb5dff-8965-4119],Elulu,,,,,,masculino,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pce57e334-5877-4c2b],Balulu,,,,,,masculino,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P5fd5b3d2-46f1-48df],Meskiagunna,,,,,,,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P05008d37-8031-420d],Unknown,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pf8b7111f-fd8d-493e],Unknown,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P4ecf3b0f-d34c-4884],Ku-ul-...,,,,,,masculine,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P20baf2db-6a9c-4554],Peli,,,,,,masculine,"Hinz, W.",No primary source was found to confirm this.,,,,,,,,,,,,
[P8087e65f-e442-4784],Tata,,,,,,masculine,"Hinz, W.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pcfb1655e-65ad-4821],Ukkutahesh,,,,,,masculine,"Hinz, W.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pb2e0b459-e439-4533],Hishur,,,,,,masculine,"Hinz, W.",No primary source was found to confirm this.,,,,,,,,,,,,
[P7452c796-d658-4642],Shushuntarana,,,,,,masculine,"Hinz, W.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pa2548644-6b18-493b],Napilhush,,,,,,masculine,"Hinz, W.",No primary source was found to confirm this.,,,,,,,,,,,,
[P73ad0d2f-e6c9-487e],Kikku-siwe-tempt,,,,,,masculine,"Hinz, W.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pb1e8eb4d-05bc-40cf],Luhishshan,,,,,,male,The British Museum,According to Primary Sources.,,,,,,,,,,,,
[Paa73d28f-e97e-48d3],Unknown,,,,,,,,,,,,,,,,,,,,
[P9d6a3967-ad7e-496c],Hishep-ratep,,,,,,masculine,"Potts, D. T.",According to Primary Sources.,,,,,,,,,,,,
[P2cf9c194-8d97-4f26],Helu,,,,,,masculine,"Hinz, W.",No primary source was found to confirm this.,,,,,,,,,,,,
[P4e963166-3bcf-47fa],Hita,,,,,,masculine,"Hinz, W.",No primary source was found to confirm this.,,,,,,,,,,,,
[P3429c826-6041-47b2],Kutik-Inshushinak,,,,,,masculine,"Hinz, W.",According to Primary Sources.,,,,,,,,,,,,
[Pc2e52fad-08ef-4141],Susuda,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pb328f98e-d9cf-4742],Dadasig,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P6cd2ae94-6c57-469f],Mamagal,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pce158ba3-d5f6-4a98],Unknown,,,,,,,,,,,,,,,,,,,,
[P29896c60-52b4-420a],Kalbum,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P1795e944-fb3a-46b7],Tuge,,,,,,masculino,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P3448ad2f-f273-4668],Unknown,,,,,,,,,,,,,,,,,,,,
[Pc3eef475-4ea5-4ce2],Men-nuna,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pcf63d205-51f5-4525],Lugalmu,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P692aac38-5624-41ee],Unknown,,,,,,male,"Black, J.A. et al.",No primary source was found to confirm this.,,,,,,,,,,,,
[P4e3faaab-1761-4d6e],Sisebuto,,,,,,male,"Florez, Henriques",According to Primary Sources.,,,,,,,,,620,,,"Florez, Henriques"
[Pa7c71700-41c6-4a22],Unknown,,,,,,,,,,,,,,,,,,,,
[Pdb2087bd-acfc-4ca8],Recaredo,,,,,,male,"Florez, Henriques, Trat. 6, Ap. XII",According to Primary Sources.,,,,,,,,,621,,,"Florez, Henriques"
[P779bd840-7c7c-4487],Unknown,,,,,,,,,,,,,,,,,,,,
[P8aaf1501-9bbe-4162],Theodora,,,,,,female,"Salazar y Castro, Luis de., Vol. I.",No primary source was found to confirm this.,,,,,,,,,,,,
[P6dca8a89-1eac-47d2],Suintila,,,,,,,,,,,,,,,,,,,,
[Pb790586a-f995-49da],Egica,,,,,,male,Dom Alfonso III,According to Primary Sources.,,,,,,,,,702,,,Crónica de Alfonso III
[Pe2f89d58-df8c-4dd8],Cixilo,,,,,,,,,,,,,,,,,,,,
[P547673e8-6c58-44f4],Witiza,,,,,,male,Dom Alfonso III,According to Primary Sources.,,,,,,,,,710,,,Crónica de Alfonso III
[Pa0cff0d8-7e1b-4d0d],Unknown,,,,,,,,,,,,,,,,,,,,
[P9caa2e55-dd47-4906],Sisebuto,,,,,,male,"Felgueiras, Gaio, Manuel J da C.",No primary source was found to confirm this.,,,,,,,,,,,,
[Pc69f7c23-ff56-457f],Unknown,,,,,,,,,,,,,,,,,,,,
[P63f2220e-5f04-4669],Menaia,Ribeiro,,,,,female,"Felgueiras, Gaio, Manuel J da C.",No primary source was found to confirm this.,,,,,,,,,,,,
[P88b48e88-e577-4755],Soeiro Belfager,,,,,,,,,,,,,,,,,,,,
[P1a46da10-a7f2-4afd],Oppa,,,,,,,Medieval Lands,No primary source was found to confirm this.,,,,,,,,,,,,
[P9e7ec4cb-73e8-4e12],Akila,,,,,,,"Ibn El-Kouthya, M. A. Cherbonneau",According to Primary Sources.,,,,,,,,,,,,
[Pa3b445bb-7321-47a6],Olmundo,,,,,,,"Ibn El-Kouthya, M. A. Cherbonneau",According to Primary Sources.,,,,,,,,,,,,
[P5e6cbe92-5790-4262],Ardabasto,,,,,,,"Ibn El-Kouthya, M. A. Cherbonneau",According to Primary Sources.,,,,,,,,,,,,
,,,,,,,
,,,,,,,
marriage," parent1"," parent2"," date"," place"," placeID"," source"," note"
[F0a19b665-0f29-47ed]," [P0c814db4-2f44-494a]"," [Pd6fd3be9-e1aa-420d]",,,,"Hitchcock, Don",No primary source was found to confirm this.
[F58859718-1762-4157]," [Pf804eea1-2b82-4be6]"," [P252d0294-cf82-4d12]",,,,"Hitchcock, Don",No primary source was found to confirm this.
[F03d2c26a-1b90-42bb]," [Pfd7197b3-dccc-4265]"," [P67f50dd8-70b3-41b3]",,,,"Hitchcock, Don",No primary source was found to confirm this.
[F22ee619a-abe8-4aef]," [P8629260b-458e-44b8]"," [P43a030d3-5c21-4a49]",,,,"Blaxland, Beth",No primary source was found to confirm this.
[Ff8bcbc2e-454f-4854]," [Pc480c765-e878-4cf1]"," [P4a6e38a1-34c6-4ce7]",,,,"Dorey, Fran",No primary source was found to confirm this.
[F1a7708df-0336-48b4]," [Pa440690e-79a5-4128]"," [Pbba9b264-807c-4c81]",,,,"Dorey, Fran",No primary source was found to confirm this.
[F5591c800-8134-4d59]," [P50aad5d5-70b0-4881]"," [Pd3e46abe-e7c7-48ac]",,,,"Dorey, Fran",No primary source was found to confirm this.
[Fb7f766db-d764-42f2]," [Pe59e362a-f86f-4d21]"," [Pfd7b36a2-0824-4ae8]",,,,"Dorey, Fran",No primary source was found to confirm this.
[F1b7aad61-8efe-493c]," [P1db74bf2-b866-4a59]"," [P38202bf1-654c-44e4]",,,,"Qin, P., & Stoneking, M.",No primary source was found to confirm this.
[F93dd700b-8cef-4619]," [Pa8aa5c34-83cd-4619]"," [P24985297-a662-4e77]",,,,"Dorey, Fran",No primary source was found to confirm this.
[F7ff90e69-2ffe-4a31]," [P2a23a38d-040a-40b6]"," [Pa4a8e568-726e-4773]",,,,,No primary source was found to confirm this.
[F37c5532f-c263-46d5]," [Pa4d44e43-7b35-4d20]"," [P687f8bea-09d0-4448]",,,,,No primary source was found to confirm this.
[F7210796a-a2bc-4f25]," [Pd5c23863-5e23-4d24]"," [P4e9f1cbf-75bf-4e2d]",,,,,No primary source was found to confirm this.
[F0f83e0cd-b06c-462d]," [Pd5c23863-5e23-4d24]"," [P2452ecba-960f-4553]",,,,Google Groups,No primary source was found to confirm this.
[Fbf0c8f59-5112-460d]," [P8a44d448-af25-400b]"," [P1a1bad0b-9f2a-46cc]",,,,"De La Granja, Fernando",According to Primary Sources.
[F456d4dfd-dfc1-4c71]," [P5a731099-2535-4f31]"," [P9a04bd92-39b0-4384]",,,,"Lacarra, José M.",According to Primary Sources.
[F0eea5b58-66e8-4801]," [P5a731099-2535-4f31]"," [Ped975f05-8b2e-471a]",,,,Medieval Lands,No primary source was found to confirm this.
